content,label
small firm hit rise cost rise fuel material cost hit confidence uk small manufacturer despite rise output business lobby group cbi say cbi quarterly survey find output rise fast rate seven year firm see benefit offset increase expense cbi find spending innovation training retraining forecast year firm continue scale investment building machinery cbi say company look government lessen regulatory load hope interest rate keep hold small manufacturer face uphill struggle say hugh morgan williams chair cbi sme council manufacturing sector need period long term stability economy cbi find firm manage increase price time year say increase fail rise cost company survey thirty percentage see order rise seven percentage see fall positive balance plus compare minus previous survey firm question output volume survey return balance plus high rate increase seven year rise plus look ahead month,business
deutsche boerse boost dividend deutsche boerse german stock exchange try buy london rival say boost thousand dividend payment seven percentage analyst say aim win investor oppose bid london stock exchange critic takeover complain money well return cash shareholder deutsche boerse say profit month thirty december point seven euro dollar point pound sterling eighty point sale climb point euro lift revenue year record 1.45bn euro frankfurt base deutsche boerse offer pound sterling 1.3bn dollar 2.48bn 1.88bn euro london stock exchange rival pan european bourse euronext work bid late monday deutsche boerse say lift thousand dividend payment seventy euro cent pound sterling zero point dollar zero point euro cent year early whiff sweetener anais faraj analyst nomura tell bbc world business report disgruntled shareholder deutsche boerse complain money bid well place hand pay dividend mr faraj continue deutsche boerse try buy sense say,business
japanese growth grind halt growth japan evaporate month september spark renew concern economy long decade long trough output period grow zero point percentage annual rate zero point percentage export usual engine recovery falter domestic demand stay subdued corporate investment fall short growth fall short expectation mark sixth straight quarter expansion economy stagnate 1990 experience brief spurt expansion amid long period doldrums result deflation price fall rise japanese shopper cautious keep spend effect leave economy dependent export recent recovery high oil price knock zero point percentage growth rate fall dollar mean product ship relatively expensive performance quarter mark sharp downturn early year quarter show annual growth point percentage second show point percentage economist predict percentage time export slow capital spending weak say hiromichi shirakawa chief economist ubs securities tokyo personal consumption look good mainly temporary factor olympic amber light flash government find difficult raise taxis policy implement economy pick help deal japan massive public debt,business
brewer profit lose fizz heineken carlsberg world large brewer report fall profit beer sale western europe fall flat dutch firm heineken see annual profit drop thirty percentage warn earning thousand slide danish brewer carlsberg suffer percentage fall profit wane demand increase marketing cost look russia china provide future growth western european market largely mature heineken net income fall thirty seven euro dollar seven pound sterle seventy thousand seven ninety euro year ago blame weak demand western europe currency loss warn september weaken dollar cut value foreign sale knock euro operate profit despite dip profit heineken sale improve total revenue year 10bn euro point percentage 9.26bn euro thousand heineken say plan invest euro aggressive high impact marketing europe thousand heineken own amstel murphy stout brand say seek cut cost involve close brewery heineken increase dividend payment percentage euro cent warn continue impact weak dollar increase marketing spend lead drop thousand net profit carlsberg world fifth large brewer see annual pre tax profit fall 3.4bn danish kroner euro beer sale affect sluggish european economy banning smoking pub european country total sale increase percentage 36bn kroner thank strong sale carlsberg lager russia poland carlsberg optimistic heineken thousand project percentage rise net profit year plan cut job sweden sale hit demand cheap import brand remain cautious medium long term outlook revenue growth western europe host economic social structural reason investment bank merrill lynch say carlsberg,business
russia wto talk progress talk russia propose membership world trade organisation wto make good progress negotiation chairman work party ambassador stefan johannesson iceland warn lot work comment come president george bush say back russian entry say russia progress government renew commitment democracy rule law comment come day meet president vladimir putin russia wait decade join wto hope finally member early thousand decision reach december wto current member gather summit hong kong allow early date membership january thousand hong kong summit give approval pinpoint area difficulty bilateral multilateral work russia say meeting efficient ve see time australia say good meeting recall term substance mr johannesson say progress bilateral market access accelerate stick point membership include limit foreign ownership telecommunication life insurance business issue surround counterfeiting piracy datum protection wto member dislike russia energy price subsidy competitor russian business unfair advantage,business
india rupee hit year high india rupee hit year high standard poor s&p raise country foreign currency rate rupee climb point zero dollar thursday close point currency gain percentage past session s&p rate borrower creditworthiness lift india rating notch bb+ indian asset see gamble cash expect flow market buoy rupee upgrade positive basically people use excuse come india say bhanu baweja strategist ubs money move india week january market like korea thailand upgrade lead reversal india foreign currency rating notch investment grade start bbb- increase level romania egypt el salvador level russia,business
dollar drop reserve concern dollar drop major currency concern central bank cut dollar hold foreign reserve comment south korea central bank end week spark recent round dollar decline south korea dollar 200bn foreign reserve say plan instead boost holding currency australian canadian dollar analyst reckon nation follow suit ditch dollar thirteen gmt euro zero point percentage day point seven euro dollar british pound add zero point percentage break dollar point level dollar fall point percentage japanese yen trade point yen start year currency lose seven percentage euro final month thousand fall record low stage recovery analyst point dollar inability recently extend rally despite positive economic corporate datum highlight fact economic problem disappear focus country massive trade budget deficit prediction dollar weakness come comment korea come time sentiment dollar soften say ian gunner trader mellon financial tuesday trader asia say south korea taiwan withdraw bid buy dollar start session mansoor mohi uddin chief currency strategist ubs say sentiment market central bank asia middle east buy euro report month show dollar lose allure currency offer rock steady return stability compile central banking publication sponsor uk royal bank scotland survey find thirty nation question increase euro holding cutting dollar,business
india russia energy talk india russia work series energy deal pact india invest dollar 20bn oil gas project agenda oil gas extraction transportation deal lead russian energy giant gazprom india ongc indian firm expect hold talk tuesday buy stake asset own yukos report keen buy percentage stake oil unit yuganskneftega yukos subsidiary controversially sell year eventually acquire state own energy giant rosneft russian medium report india russia sign memorandum understanding energy co operation tuesday meeting oil natural gas corporation chairman subir raha gazprom chairman aleksey miller india petroleum minister mani shankar aiyar agreement likely company develop refining facility russia india organise delivery oil gas petrochemical russia india country asia ongc invest gas oil field sakhalin far east russia joint tender bid project eastern siberia caspian sea india urgently search fresh energy supply particularly liquefy natural gas domestic demand grow percentage year ongc mr raha say work joint bid year current oil gas price cash flow situation good tell reuter say gazprom huge gas money investment dollar 20bn period year russian news agency report india petroleum minister mr aiyar russian energy minister viktor khristenko discuss future yugansk meet tuesday ongc mr raha decline draw firm report interest company stress ongc interested loan oil deal connection yugansk similar conclude recently rosneft china national petroleum corporation china problem immediate demand need oil coastal refinery like long term security equity participation think decision yugansk delay court decide grant yukos bankruptcy protection yukos sue host company involve sale yugansk auction pay huge tax bill threaten legal action business future commercial dealing subsidiary,business
weak data buffet french economy batch downbeat government datum cast doubt french economy future prospect official figure show friday unemployment unchanged point percentage month consumer confidence fall unexpectedly october time finance minister nicolas sarkozy warn high oil price pose threat french growth oil price weigh consumer spending short term potentially confidence say world oil price rise percentage start year production struggle pace soar demand analyst say french company keen protect profit margin time rise energy cost reluctant extra staff unemployment figure main problem french economy growth improvement employment say marc touati economist natexis banque populaire politician gut solve structural unemployment thorough reform year late obligatory employer contribution worker welfare programme mean cost hire staff france european economy economist urge government stimulate employment reduce non wage payroll cost scrap restriction work hour french statistics agency insee expect economy grow point percentage year buoy strong consumer spending business investment project eurozone average percentage,business
"business fear sluggish eu economy european leader gather rome friday sign new eu constitution company focus matter close home stay business lille popular tourist destination briton want taste france weekend tourist look impressively grand victorian chambre de commerce stand opera house consider build like town hall northern english town wealth create coal steel textile like northern england industrial scotland industry long term decline coal pit close nineteen ninety beck crespel specialist steel firm armentiere mile lille company lay worker nineteen specialise make bolt fixing power station oil industry build europe day director hugue charbonni say pressure factory far east able output cheaply key market china india business market absolutely global imagine live size business enlarged european union need people say globalisation hurt law france mean worker pay thirty hour week work thirty hour steel industry coal totally vanish textile struggle new business attract difference reason people great fan eu say frederic sawicki politic lecturer university lille region today unemployment rate percentage area percentage europe kind euro scepticism especially working class say strange lille crossroad europe benefit euro euro design increase trade eurozone big increase trade rest world trade pass world large port rotterdam holland home specialist crane maker huisman itrec crane help build oil rig lift sunken russian submarine kursk sea bed huisman itrec set factory china cost cheap main customer close boss henk addink blame low growth rate europe lack order close home growth like percentage china estimate percentage eu percentage say mr addink blame euro stifle demand prefer old currency europe move relation country economic performance germany industry export day economy mire slow growth high unemployment growth likely peak year percentage britain bad year germany good recent year germany make eurozone economy major problem germany powerhouse europe growth bloc go strong factory near dutch border thing change siemens plant boscholt make cordless phone employ 2,000 staff staff start work extra hour week extra pay siemen threaten factory job hungary factory manager herbert stueker say hope increase productivity nearly thirty percentage germany need reform industry compete place hungary china government reform labour market cut generous unemployment system real solution cut wage low skilled worker say helmut schneider director institute study labour bonn university labour costly germany especially low skilled labour main problem solve problem cut unemployment half say eu set target efficient economy world year process target away",business
m&s cut price average percentage mark spencer cut price london region average percentage accord research city investment bank dresdner kleinwort wasserstein say spite snow uk feel early cut price spring merchandise stuart rise head m&s say year price high bring range new price point compete mid market retailer like say m&s m&s big competitor force low price drkw say cut clear stock indicate long term step change pricing certain area m&s way good news m&s margin add bring lot new clothing new price point stuart rise strategy quality style -and price say m&s spokesman analyst believe february prove difficult month retailer british retail consortium figure week expect reflect tough trading environment separately investment bank goldman sach produce reseach show basket thirty m&s good percentage high street average compare percentage higher year strange week m&s tuesday receive statement philip green billionaire bhs owner confirm rebidde company follow day mark paulsmei south african financier issue press release say paulsmei group interested m&s sudden spike m&s share price follow m&s spokesman say sunday evidence mr paulsmeier line sufficient finance bid say takeover panel uk financial watchdog financial service authority touch m&s beginning week find know paulsmei development,business
fiat chief take steering wheel chief executive fiat conglomerate take day day control struggle car business effort turn sergio marchionne replace herbert demel chief executive fiat auto mr demel leave company mr marchionne fourth head business expect euro dollar 1bn loss thousand year fiat underperform market europe year see flat sale car business operating loss year force push break target thousand thousand management change wide shake business follow fiat resolution dispute general motor major restructuring fiat integrate maserati car company currently own ferrari operation ferrari fiat own majority stake separately float stock market thousand thousand seven mr marchionne join company year say fiat auto principal focus attention decision post chief executive auto unit speed company recovery say profound cultural transformation underway follow management reorganisation deliver agile efficient structure add mr marchionne background car industry play increase role group activity year say series new model launch group recovery plan boost revenue hope car business well know alfa romeo marque expect loss euro thousand sale expect fall thousand fiat say week exit unprofitable area rental car market mr demel car industry veteran take helm november thousand recruit fiat chief executive giuseppe morchio mr morchio bid year chairman death president umberto agnelli reject found agnelli family mr morchio subsequently resign early week fiat reach agreement gm dissolve alliance oblige gm buy italian firm outright gm pay fiat dollar 2bn settlement,business
uk risk break golden rule uk government raise taxis rein spending want avoid break golden rule report suggest rule state government borrow cash invest finance spending project national institute economic social research niesr claim taxis need rise pound sterling 10bn state finance order treasury say plan track fund thousand accord niesr government current economic cycle run march thousand unlikely golden rule meet cycle end year early chance improve fiftieth way fiscal tightening need niesr say report late question viability government spending projection early month accountancy firm ernst young say chancellor exchequer gordon brown forecast tax revenue optimistic claim revenue likely pound sterling 6bn estimate end tax year despite economy grow line forecast treasury spokesperson dismiss late claim say track meet spending rule golden rule current cycle spending plan set thousand fully affordable warning possible tax hike niesr report optimistic state uk global economy say recent record bust surge oil price limit effect worldwide expansion say world economy continue grow strongly global gross domestic product gdp tip point percentage year dip percentage thousand pick point percentage thousand continue drive expansion thousand albeit slightly slow rate case japan hint well time uk exporters niesr say euro zone expect pick speed growth britain set accelerate forecast despite weak growth quarter force sustain upswing remain intact economy expand robustly thousand thousand niesr say add economy well balanced year export stage recovery gdp expect point percentage thousand point percentage thousand thousand main cloud horizon niesr say uk analyse fret property market,business
worldcom director admit lie chief financial officer telecoms firm worldcom admit new york court lie fellow board member speak trial boss bernard ebber scott sullivan say lie board cover hole worldcom finance mr ebber trial fraud conspiracy relation worldcom collapse thousand plead guilty firm overstate account dollar 11bn pound sterling 8.5bn mr sullivan plead guilty fraud sentence follow mr ebber trial appear prosecution witness mr ebber insist unaware hide shortfall worldcom finance new york court wednesday mr ebbers lawyer reid weingarten ask mr sullivan believe interest willing able lie accomplish right date yes lying reply mr sullivan mr weingarten suggest mr sullivan implicate mr ebber win light sentence mr sullivan deny mr sullivan reject suggestion tell fellow worldcom board member bert roberts mr ebber unaware accounting fraud worldcom trial mr ebber week hour questioning federal prosecutor mr sullivan previously tell court repeatedly warn mr ebber falsify book way meet wall street revenue earning expectation mr sullivan claim mr ebber refuse stop fraud mr ebber face sentence eighty year convict charge face worldcom problem appear begin collapse dotcom boom cut business internet company prosecutor allege company executive respond orchestrate massive fraud year period worldcom emerge bankruptcy protection thousand know mci,business
centre user lose patience customer try centre get impatient quick hang survey suggest past welcome message caller average hang second listen can music drop patience come number call centre grow rate percentage year customer getting idea available society say cara diemont firm dimension datum commission survey centre see sharp increase customer simply abandon call say percentage thousand record thirteen point percentage year automate phone message system take equation customer pick way multiple option message number abandon call high sixth caller wait possible reason lack patience ms diemont say fact customer call mobile phone surge customer try centre reflection centre grow range task centre look mortgage agent responsible credit card insurance current account ms diemont say problem occur increase responsibility go hand hand training survey find dimension datum call alarming development average induction time centre worker fall year thirty day leave agent equip deal customer ms diemont warn scary good line poor training frustrate centre worker customer result centre high churn rate nearly quarter worker throw towel year turn force company pay train new staff resolution rate number call customer query resolve mutual satisfaction run percentage query pass second person specialist manager rate rise seventy percentage industry target eighty percentage resolution rate suggestion outsourcing relocate centre low cost country like india south africa blame wrong ms diemont say big difference wait time resolution centre base europe north america develop country world centre perform good management right process place say company decide offshore operation drive cost consideration percentage save money main consideration close domestic centre operation half argue worker country offer well skill money everybody believe outsourcing offshoring solution nearly third firm poll survey plan offshore centre key reason make centre operation business core function worried risk go abroad fear damage brand join offshoring drive survey conduct sunovate behalf dimension datum base depth questionnaire centre country continent experience centre happy listen vivaldi greensleeve want immediate response work centre training prepare job,business
novartis hit acquisition trail swiss drugmaker novartis announce 5.65bn euro dollar 7.4bn pound sterling 3.9bn purchase sandoz unit world big generic drug producer novartis month forecast record sale thousand say buy germany hexal acquire seven point seven percentage hexal affiliate eon labs offer buy remain share dollar thirty novartis say able cost saving dollar year follow acquisition novartis share rise percentage seven point swiss franc early trading deal novartis sandoz business overtake israel teva pharmaceutical world big maker generic base thousand figure newly merge producer sale dollar 5bn company estimate novartis say merge number department add job cut strong growth outlook sandoz create job expect partially compensate necessary reduction work force firm say statement generic drug chemically identical expensive brand rival producer sandoz copy brand product usually patent protection expire sell cheaply pay research development cost generic drugmaker worldwide analyst predict consolidation market fragmented analyst initially convinced deal expensive acquisition birgit kuhlhoff sal oppenheim investment bank tell reuter find strange make acquisition exactly market suffer price pressure,business
economy strong election year uk business set prosper month trigger interest rate rise accord report optimism high nineteen ninety seven business reap benefit continue rise public spending researcher bdo stoy hayward bank england expect rate hold week later year rate likely rise anticipate general election bdo optimism index lead indicator gdp growth quarter ahead edge january point point october rise increase public spending increase merger acquisition activity thing blight business optimism year uncertainty associate general election bdo say bdo output index predict gdp movement quarter advance remain point january imply gdp growth point percentage second quarter thousand output index hold recent interest rate rise sterling strength dollar high oil price group note inflation index rise continuously month climb january october year uk look strong go general election business need prepare jolt ahead bank england react growth inflationary pressure say peter hemington partner bdo stoy hayward growth probably slow end thousand likely high interest rate sharp drop demand product service,business
"sluggish economy hit german job number people work europe large economy rise tenth straight month growth remain stubbornly slow german unemployment rise 7,000 november point million people point percentage workforce seasonally adjust rise show small rise expect government measure encourage job creation begin effect official say stagnant growth stifle job market clear sign revival domestic demand say frank juergen weise head federal labour agency statement growth zero point percentage quarter insufficient deliver positive momentum labour market high oil price soar euro damage competitiveness exporter have negative effect say brunt unemployment feel eastern germany rate eighteen point percentage unemployment stick million year government chancellor gerhard schroeder job creation agenda controversial package measure shake incentive work pay cut cherish benefit spark anger german worker strike number industry notably country iconic carmaker demonstrate displeasure fear job loss outsourcing take hold new initiative call euro job unemployment benefit scheme formal launch january hiring position take place affect unemployment statistic economist say deterioration labour market come surprise say isabelle kronawitter hypovereinsbank job creation measure probably prevent strong increase seasonally adjust number",business
sale fail boost high street january sale fail help uk high street recover poor christmas season survey find store receive boost bargain hunter trading revert december level british retail consortium accountant kpmg say sale traditionally strong month rise zero point percentage like like basis compare year early consumer remain cautious buy big ticket item like furniture say brc director general kevin hawkins high interest rate uncertainty housing market continue toll retail sector brc say clothing footwear sale say generally well december department store good month month january like like sale show growth rate zero point percentage month december brc say follow relatively strong new year bank holiday trading take downward turn say mr hawkins extend promotion discount pay day boost later month tempt customer previous brc survey find christmas thousand bad year retailer accord office national statistic datum sale december fail meet expectation count bad nineteen eighty,business
"save manufacturing job trade union congress tuc call government stem job loss manufacture firm review help give company tuc say submission budget action need 105,000 job lose sector year call well pension child care provision decent wage thirty page submission urge government examine support european country provide industry tuc general secretary brendan barber call commitment policy real difference life work people great investment childcare strategy people deliver childcare increase option available work parent say commitment public service manufacturing sector ensure continue compete global level deliver frontline service country need call practical measure help pensioner especially woman say likely retire poverty submission call decent wage training people work manufacturing sector",business
bat spit drug firm go market german firm main product derive saliva vampire bat look raise seventy euro dollar ninety pound sterling stock market firm paion say hope sell million share firm fourteen euro share main drug desmoteplase base protein bat saliva protein stop blood clotting help bat drink victim help stroke sufferer company share sale later week schedule start trading frankfurt stock exchange february final price range company value euro money raise spend largely develop company drug desmoteplase license manufacturer forest laboratory,business
firm pump billion pension employer spend billion pound prop final salary pension past year research suggest survey eighty scheme income data service ids say employer contribution increase pound sterling 5.5bn pound sterling 8.2bn year rise point seven percentage company face big deficit raise pension contribution percentage id say firm struggle type scheme open rise cost increase liability final salary scheme know define benefit scheme promise pay pension relate salary scheme member earn retire rise cost maintain scheme lead employer replace final salary scheme money purchase define contribution scheme risky employer money purchase scheme employee pay pension fund buy annuity policy pay income death retirement id say scheme good health case firm force fund tackle yawn deficit level contribution pay employer increase gradually late 1990 thousand ninety ninety ninth example contribution rise point seven percentage thousand point percentage contrast nineteen ninety nineteen ninety employer cut contribution level helen sudell editor ids pensions service say rise contribution staggering high record id warn widespread closure final salary scheme new entrant beginning big movement away paternalistic provision say ms sudell figure like little doubt employer reduce future benefit point staff scheme,business
"uk home hit pound sterling point trillion total value uk housing stock reach pound sterling point trillion mark thousand triple value year early report indicate research halifax country big mortgage lender suggest value private housing stock continue rise steadily region see double asset past decade northern ireland lead way percentage rise scotland see small increase percentage core retail price index rise percentage period underline effective investment housing people past decade uk private housing asset represent trillion pound value concentrate london south east halifax figure indicate tim crawford group economist halifax say value private housing stock continue grow family home remain large margin valuable asset majority household uk halifax monthly figure house sale issue thursday suggest average price british property stand pound sterling 163,748 zero point percentage rise january housing expert split prospect market say price growth slow fall predict sharp drop value",business
market unfaze aurora setback aurora limp dock january blizzard photo interview add unambiguous tale woe ship slice bad luck add history health scare technical trouble owner p&o cruise huge carnival corporation look significant slice chop year profit potential pr fiasco tell stock market warning cent hit thousand earning come hour world big investment bank up target carnival share price pound sterling thirty pound sterling thirty point investor barely blink thirteen gmt carnival share london single penny zero point zero percentage pound sterling thirty point mismatch public perception market response aurora issue ongoing time say deutsche bank simon champion clearly source uncertainty company long cruise stock market good treat issue event despite string bad luck point aurora vessel large carnival fleet uk p&o princess group having merge large firm thousand generally speak carnival reputation keep ship pretty schedule carnival incredibly strong track record mr champion similarly analyst expect impact rest cruise business limit hundred disappoint passenger opportunity spend month aurora get refund credit cruise mitigate pr risk carnival main competitor royal caribbean common cancellation technical reason entirely unusual industry write analyst citigroup smith barney note client friday event typically limited impact booking pricing future cruise aurora incident big news uk carnival customer unlikely splash assume citigroup right demand stay solid structure industry work carnival favour wake p&o princess takeover carnival business great extent duopoly give expense building outfit run cruise ship slow supply growth certainty say david anders merrill lynch thursday word want cruise option limited carnival remain market leader look set sell ticket matter happen ill fate aurora future,business
glaxo aim high profit fall glaxosmithkline see profit fall percentage year pound sterling 6.2bn dollar 11.5bn europe big drugmaker say recovery thousand way cheap copy drug particularly anti depressant paxil wellbutrin weak dollar hit profit global sale percentage thousand firm confident new drug pipeline deliver profit despite failure obesity drug chief executive jean pierre garnier say difficult year early afternoon trade london company share price percentage eighteen penny mr garni say company absorb pound sterling 1.5bn lose sale generic manage grow business continue success key product mean look forward good performance thousand say thousand important year term research development pipeline progress firm discontinue development experimental treatment obesity know seven seventy disappointing clinical trial result glaxo rely new treatment condition cancer diabetes depression hiv aid allergy lift pace sale growth disappointing year,business
renault boss hail great year strong sale outside western europe help renault boost profit percentage thousand firm warn low margin year france second large carmaker enjoy healthy percentage rise net profit 2.4bn euro dollar 3.1bn pound sterling 2.9bn sale rise percentage 40.7bn euro firm say strong demand outside western europe good performance megane range lift result chairman louis schweitzer say thousand great year firm renault sell point million vehicle thousand increase percentage previous year growth come mainly outside western europe particularly strong sale turkey russia north africa total sale outside western europe renault core market rise sixteen point percentage japanese carmaker nissan renault own percentage stake contribute 1.7bn euro net income year nissan chairman carlos ghosn succeed mr schweitzer head renault later year renault say outlook industry europe year stable small growth forecast region firm benefit launch new clio model come year roll logan market firm say expect operate margin low thousand percentage sale oppose percentage sluggish market environment impact rise raw material price renault intend continue grow global sale company say statement,business
"safety alert gm recall car world big carmaker general motors gm recall nearly 200,000 vehicle safety ground accord federal regulator national highway traffic safety administration nhtsa say large recall involve 155,465 pickup van sport utility vehicle suvs possible malfunction braking system affect vehicle product recall thousand thousand model year gm say vehicle potential fault chevrolet avalanche express kodiak silverade suburban gmc savana sierra yukon nhtsa say pressure accumulator brake system crack normal driving fragment injure people hood open allow hydraulic fluid leak hard brake steer cause crash warn gm recall 19,924 cadillac xlr coupe srx suvs pontiac grand prix sedan thousand model year accelerator pedal work properly extremely cold temperature require braking addition car giant call 17,815 buick ranier chevrolet trailblazer gmc envoy isuzu ascender thousand model year windshield properly fit fall crash gm stress know injury relate problem news recall follow announcement month gm expect earning year low thousand world big car maker grapple loss european business weak sale product recall january gm say high healthcare cost north america low profit financial service subsidiary hurt performance thousand",business
