content,label,path
small firm hit by rise cost rise fuel and material cost be hit confidence among the uk 's small manufacturer despite rise in output business lobby group the cbi say cbi quarterly survey find output have rise by the fast rate in seven year but many firm be see the benefit offset by increase expense the cbi also find spending on innovation training and [UNK] be forecast to go up over the next year however firm continue to scale back investment in building and machinery the cbi say company be look to the government to [UNK] the regulatory load and be hope interest rate will be keep on hold small manufacturer be face an [UNK] struggle say hugh morgan williams chair of the cbi 's [UNK] council the manufacturing sector need period of long term stability in the economy the cbi find some firm manage to increase price for the first time in nine year but many say increase fail to keep up the rise in cost of the company survey thirty percentage see order rise and twenty seven percentage see they fall the positive balance of plus three compare with minus ten in the previous survey when firm be question on output volume the survey return balance of plus eight the high rate of increase for seven year and rise to plus eleven when look ahead to,business,../data\business\business_18.txt
deutsche boerse boost dividend deutsche boerse the german stock exchange that be try to buy its london rival have say it will boost its two thousand and four dividend payment by twenty seven percentage analyst say that the move be aim at win over investor oppose to its bid for the london stock exchange critic of the takeover have complain that the money could be well use by return cash to shareholder deutsche boerse also say profit in the three month to thirty one december be one hundred and twenty point seven euro dollar one hundred and fifty eight point eight pound sterling eighty three point three sale climb to three hundred and sixty four point four euro lift revenue for the year to record [UNK] euro frankfurt base deutsche boerse have offer pound sterling 1.3bn dollar [UNK] [UNK] euro for the london stock exchange rival pan european [UNK] euronext be work also on bid late on monday deutsche boerse say it would lift its two thousand and four dividend payment to seventy euro cent pound sterling zero point four eight dollar zero point nine eight from fifty five euro cent year early there be [UNK] of sweetener in there [UNK] [UNK] an analyst at [UNK] tell the bbc 's world business report most of the [UNK] shareholder of deutsche boerse be complain that the money that be be use for the bid could be well place in their hand pay out in dividend mr [UNK] continue deutsche boerse be try to buy they off,business,../data\business\business_19.txt
japanese growth grind to halt growth in japan evaporate in the three month to september spark renew concern about an economy not long out of decade long [UNK] output in the period grow just zero point one percentage an annual rate of zero point three percentage export the usual engine of recovery falter while domestic demand stay [UNK] and corporate investment also fall short the growth fall well short of expectation but do mark sixth straight quarter of expansion the economy have stagnate throughout the nineteen ninety experience only brief [UNK] of expansion amid long period in the [UNK] one result be [UNK] price fall rather than rise which make japanese shopper cautious and keep they from spend the effect be to leave the economy more dependent than ever on export for its recent recovery but high oil price have knock zero point two percentage off the growth rate while the fall dollar mean product ship to the we be become relatively more expensive the performance for the third quarter mark sharp [UNK] from early in the year the first quarter show annual growth of six point three percentage with the second show one point one percentage and economist have be predict as much as two percentage this time around export slow while capital spending become weak say [UNK] [UNK] chief economist at ubs securities in tokyo personal consumption look good but it be mainly due to temporary factor such as the olympic the [UNK] light be flash the government may now find it more difficult to raise taxis policy it will have to implement when the economy pick up to help deal with japan,business,../data\business\business_2.txt
brewer profit lose their [UNK] heineken and carlsberg two of the world 's large brewer have report fall profit after beer sale in western europe fall flat dutch firm heineken see its annual profit drop thirty three percentage and warn that earn in two thousand and five may also slide danish brewer carlsberg suffer three percentage fall in profit due to wane demand and increase marketing cost both be look to russia and china to provide future growth as western european market be largely mature heineken 's net income fall to five hundred and thirty seven euro dollar seven hundred and one pound sterle three hundred and seventy one during two thousand and four from seven hundred and ninety eight euro year ago it blame weak demand in western europe and currency loss it have warn in september that the weaken we dollar which have cut the value of foreign sale would knock one hundred and twenty five euro off its operate profit despite the dip in profit heineken 's sale have be improve and total revenue for the year be 10bn euro up eight point one percentage from [UNK] euro in two thousand and three heineken say it now plan to invest one hundred euro in aggressive and high impact marketing in europe and the us in two thousand and five heineken which also own the [UNK] and murphy 's stout brand say it would also seek to cut cost this may involve close down [UNK] heineken increase its dividend payment by twenty five percentage to forty euro cent but warn that the continue impact of weak dollar and an increase marketing spend may lead to drop in two thousand and five net profit carlsberg the world 's fifth large brewer see annual pre tax profit fall to [UNK] danish [UNK] four hundred and fifty six euro its beer sale have be affect by the sluggish european economy and by the [UNK] of smoking in pub in several european country nevertheless total sale increase four percentage to [UNK] [UNK] thank to strong sale of carlsberg [UNK] in russia and poland carlsberg be more optimistic than heineken about two thousand and five project fifteen percentage rise in net profit for the year however it also plan to cut two hundred job in sweden where sale have be hit by demand for cheap import brand we remain cautious about the medium to long term outlook for revenue growth across western europe for host of economic social and structural reason investment bank merrill,business,../data\business\business_20.txt
russia wto talk make progress talk on russia 's propose membership of the world trade organisation wto have be make good progress say those behind the negotiation but the chairman of the work party ambassador stefan [UNK] of [UNK] warn that there be still lot of work have to be do his comment come as president george bush say the us back russian entry but he say for russia to make progress the government must renew commitment to democracy and the rule of law his comment come three day before he be due to meet president vladimir [UNK] russia have be wait for decade to join the wto and hope to finally become member by early two thousand and six decision could be reach in december when the wto 's one hundred and forty eight current member gather for summit in hong kong that would allow an early date for membership of january two thousand and six if the hong kong summit give its approval while pinpoint several area in which there be difficulty in the bilateral and [UNK] work with russia the us say the meeting be much more efficient than we ve see for some time and australia say it be one of the good meeting we can recall in term of substance mr [UNK] also say progress on the bilateral market access side be accelerate stick point to membership have include limit on foreign ownership in the telecommunication and life insurance business as well as issue surround [UNK] piracy and datum protection some wto member also dislike russia 's energy price subsidy which competitor say give russian,business,../data\business\business_21.txt
india 's rupee hit five year high india 's rupee have hit five year high after standard poor 's [UNK] raise the country 's foreign currency rate the rupee climb to forty three point three zero five per we dollar on thursday up from close of forty three point four one the currency have gain almost one percentage in the past three session [UNK] which rate [UNK] [UNK] lift india 's rating by one notch to [UNK] with indian asset now see as less of gamble more cash be expect to flow into its market buoy the rupee the upgrade be positive and basically people will use it as an excuse to come back to india say [UNK] [UNK] strategist at ubs money have move out from india in the first two or three week of january into other market like korea and thailand and this upgrade should lead to [UNK] india 's foreign currency rating be now one notch below investment grade which start at [UNK] the increase have put it on the same level as romania egypt and el salvador and,business,../data\business\business_22.txt
dollar drop on reserve concern the us dollar have drop against major currency on concern that central bank may cut the amount of dollar they hold in their foreign reserve comment by south korea 's central bank at the end of last week have spark the recent round of dollar decline south korea which have about dollar [UNK] in foreign reserve say it plan instead to boost holding of currency such as the australian and canadian dollar analyst reckon that other nation may follow suit and now ditch the dollar at thirteen hundred gmt the euro be up zero point nine percentage on the day at one point three one eight seven euro per we dollar the british pound have add zero point five percentage to break through the dollar one point nine level while the dollar have fall by one point three percentage against the japanese yen to trade at one hundred and four point one six yen at the start of the year the us currency which have lose seven percentage against the euro in the final three month of two thousand and four and have fall to record low stage something of recovery analyst however point to the dollar 's inability recently to extend that rally despite positive economic and corporate datum and highlight the fact that many of the us 's economic problem have not disappear the focus once again have be on the country 's massive trade and budget deficit with prediction of more dollar weakness to come the comment from korea come at time when sentiment towards the dollar be already soften say ian [UNK] trader at [UNK] financial on tuesday trader in asia say that both south korea and taiwan have withdraw their bid to buy dollar at the start of the session [UNK] [UNK] [UNK] chief currency strategist at [UNK] say that there be sentiment in the market that central bank from asia and the middle east be buy euro report last month already show that the dollar be lose its [UNK] as currency that offer rock steady return and stability compile by central banking publication and sponsor by the uk 's royal bank of scotland the survey find thirty nine nation out of sixty five question be increase their euro holding with twenty nine cut back,business,../data\business\business_23.txt
india and russia in energy talk india and russia be to work together in series of energy deal part of pact which could see india invest up to dollar 20bn in oil and gas project on the agenda be oil and gas extraction as well as transportation deal to be lead by russian energy giant gazprom and india 's ongc the indian firm be also expect to hold talk on tuesday about buy stake in asset once own by yukos it be report to be keen on buy fifteen percentage stake in oil unit [UNK] the former yukos subsidiary be controversially sell off last year and eventually acquire by state own energy giant [UNK] russian medium report that india and russia sign [UNK] of understanding on energy co operation on tuesday during meeting between oil and natural gas corporation chairman [UNK] raha gazprom chairman [UNK] miller and india 's petroleum minister [UNK] [UNK] [UNK] the agreement be likely to see the two company develop [UNK] facility in russia india and elsewhere and organise delivery of oil gas and [UNK] from russia to india and other country across asia ongc could invest in gas and oil field in [UNK] in the far east of russia and may also take part in joint tender bid for project in eastern [UNK] and the [UNK] sea india be urgently search for fresh energy supply particularly [UNK] natural gas as domestic demand be grow at more than five percentage year ongc 's mr raha say the two could work together on joint bid from next year at current oil and gas price our cash flow situation be good he tell reuter what we be say be gazprom have huge amount of gas and we have the money the investment may go up to dollar 20bn or more for period of five year or so russian news agency report that india 's petroleum minister mr [UNK] and russian energy minister [UNK] [UNK] would discuss the future of yugansk at meet on tuesday ongc 's mr raha decline to be draw on his firm 's report interest in the company however he stress that ongc be not interested in loan for oil deal in connection to yugansk similar to that conclude recently between [UNK] and china 's national petroleum corporation china 's problem be it have immediate demand and they need the oil for their coastal [UNK] we do not we would like long term security through equity participation it be think that any decision over yugansk will be delay until we court have decide whether to grant yukos bankruptcy protection yukos be sue host of company involve in the sale of yugansk auction off to pay huge back tax bill it have also threaten legal action against any business which have future commercial deal,business,../data\business\business_24.txt
weak data [UNK] french economy batch of [UNK] government datum have cast doubt over the french economy 's future prospect official figure show on friday that unemployment be unchanged at nine point nine percentage last month while consumer confidence fall [UNK] in october at the same time finance minister nicolas [UNK] warn that high oil price pose threat to french growth oil price will weigh on consumer spending in the short term and potentially on confidence he say world oil price have rise by more than sixty percentage since the start of the year as production struggle to keep pace with soar demand analyst say french company keen to protect their profit margin at time of rise energy cost be reluctant to take on extra staff the unemployment figure show the main problem of the french economy we have growth but without an improvement in employment say marc [UNK] an economist at [UNK] [UNK] populaire politician must have the will and gut to solve structural unemployment with thorough reform otherwise in five or ten year it will be too late [UNK] employer contribution to worker welfare programme mean that it cost more to hire staff in france than in many other european economy many economist have urge the government to stimulate employment by reduce non wage payroll cost and by scrap restriction on work hour the french statistics agency [UNK] expect the economy to grow by about two point four percentage this year buoy by strong consumer spending and business investment that be above the project eurozone average of,business,../data\business\business_25.txt
business fear over sluggish eu economy as european leader gather in rome on friday to sign the new eu constitution many company will be focus on matter much close to home namely how to stay in business lille be popular tourist destination for briton who want taste of france at the weekend but how many tourist look at the [UNK] grand [UNK] [UNK] de commerce which stand [UNK] the opera house and consider that it be build like the town hall in many northern english town on the wealth create by coal steel and textile like northern england and industrial scotland those industry have be in long term decline the last coal pit close in nineteen ninety [UNK] [UNK] be specialist steel firm in [UNK] about twenty mile from lille the company have not lie off worker since nineteen forty five it specialise in make [UNK] and fix for power station and the oil industry but not many of those be be build in europe these day director [UNK] [UNK] say he be under pressure because factory in the far east be able to make some of his output more [UNK] while his key market be now in china and india in our business the market be absolutely global you can not imagine live with our size of business even within an enlarged european union if we do that we would need not three hundred and fifty people but perhaps just one hundred and fifty or two hundred he say it be not just [UNK] that be hurt the law in france mean worker be pay for thirty nine hour week even though they work just thirty five hour but at least there be still steel industry coal have now totally [UNK] and textile be struggle new business have be attract but not enough to make up the difference that be one reason why people here be not great fan of the eu say [UNK] [UNK] politic lecturer at the university of lille in the region today the unemployment rate be twelve percentage in some area it be fifteen percentage they do not see what europe be do for they so there be kind of euro scepticism especially in the work class he say which be strange because lille be at the crossroad of europe if anywhere should be benefit from the euro it be here the euro be design to increase trade within the eurozone but the big increase in trade have be with the rest of the world much of that trade pass through the world 's large port rotterdam in holland home to specialist crane maker [UNK] [UNK] its crane help build oil [UNK] and lift the [UNK] russian submarine [UNK] from the sea bed but [UNK] [UNK] be now set up factory in china where cost be cheap and its main customer be close boss [UNK] [UNK] blame the low growth rate in europe for the lack of order close to home in the us growth be something like six percentage in china they be estimate fifteen percentage and in the eu it be more or less one percentage he say mr [UNK] blame the euro for stifle demand he much prefer the old currency of europe which move in relation to each country 's economic performance in germany industry be export more these day but the economy as whole be once again [UNK] in slow growth and high unemployment growth be likely to peak this year at just under two percentage in britain that would be bad year in germany it be one of the good in recent year with germany make up third of the eurozone 's economy this be major problem if germany do not once again become the [UNK] of europe growth across the bloc be never go to be as strong as it could be however at one factory near the dutch border thing be change the [UNK] plant at [UNK] make [UNK] phone and employ two thousand staff staff have start work an extra four hour week for no extra pay after sieman threaten to take the factory and their job to hungary factory manager herbert [UNK] say that he now hope to increase productivity by nearly thirty percentage but germany need much more reform if all its industry be to compete with place such hungary or china the government be reform the labour market and cut the generous unemployment system but the real solution be to cut the wage of low skilled worker say [UNK] [UNK] director of the institute for the study of labour at [UNK] university labour be too costly in germany especially for the low skilled labour and this be the main problem if we could solve that problem we could cut unemployment by half he say the eu set itself the target of be the most efficient economy in the world by twenty ten four year into that process and the target seem,business,../data\business\business_26.txt
m&s cut price by average of twenty four percentage mark spencer have cut price in london and the region by an average of twenty four percentage accord to research from city investment bank [UNK] [UNK] [UNK] say in spite of the snow in the uk it still feel very early to be cut price of spring [UNK] stuart rise head of m&s say last year its price be too high we be bre in range at new price point to compete against mid market retailer like next say m&s next be one of m&s 's big competitor and the move may force it to low price [UNK] say the cut be either to clear stock or could indicate long term step change in pricing in certain area at m&s either way this can not be good news for m&s margin it add we have bring in quite lot of new clothing at new price point as part of stuart rise 's strategy of quality style [UNK] price say the m&s spokesman many analyst believe february be prove to be difficult month for retailer and british retail consortium figure due in few week be expect to reflect the tough trading environment separately investment bank [UNK] [UNK] produce [UNK] show that [UNK] of thirty five m&s good be now eleven percentage above the high street average compare with forty three percentage higher last year it have be strange week for m&s which on tuesday receive statement from philip green the [UNK] [UNK] owner confirm he be not [UNK] for the company this be follow the same day by mark [UNK] south african [UNK] issue press release say his [UNK] group be interested in m&s sudden spike in m&s 's share price follow however an m&s spokesman say on sunday it have no evidence that mr [UNK] have line up sufficient finance for bid he also say the takeover panel and the uk 's financial watchdog the financial service authority have be in touch with m&s at the beginning of the week to find out what it know,business,../data\business\business_27.txt
fiat chief take [UNK] wheel the chief executive of the fiat [UNK] have take day to day control of its struggle car business in an effort to turn it around [UNK] marchionne have replace herbert demel as chief executive of fiat auto with mr demel leave the company mr marchionne become the fourth head of the business which be expect to make eight hundred euro dollar 1bn loss in two thousand and four in as many year fiat [UNK] the market in europe last year see flat sale the car business have make an operating loss in five of the last six year and be force to push back its break even target from two thousand and five to two thousand and six the management change be part of wide shake up of the business follow fiat 's resolution of its dispute with general motor as part of major restructuring fiat be to integrate the [UNK] car company currently own by [UNK] within its own operation [UNK] in which fiat own majority stake could be separately float on the stock market in either two thousand and six or two thousand and seven mr marchionne who only join the company last year say fiat auto be now the principal focus of his attention have make the decision to take on the post of chief executive of the auto unit to speed up the company 's recovery he say [UNK] cultural transformation be underway follow management [UNK] that have deliver more [UNK] and efficient structure he add although mr marchionne do not have background in the car industry he have be play an increase role in the group 's activity last year he say that series of new model launch as part of the group 's recovery plan have not boost revenue as much as hope the car business well know for its [UNK] [UNK] marque be expect to make loss of about eight hundred euro in two thousand and four sale be expect to fall in two thousand and five fiat say this week as it exit [UNK] area such as the rental car market mr demel car industry veteran take the helm in november two thousand and three after be recruit by former fiat chief executive giuseppe morchio mr morchio make bid last year to become chairman after the death of president [UNK] [UNK] however this be reject by the find [UNK] family and mr morchio subsequently resign early this week fiat reach an agreement with gm to dissolve an alliance which could have oblige gm to buy the italian firm outright gm will pay fiat dollar 2bn as,business,../data\business\business_28.txt
uk risk break golden rule the uk government will have to raise taxi or rein in spending if it want to avoid break its golden rule report suggest the rule state that the government can borrow cash only to invest and not to finance its spending project the national institute of economic and social research niesr claim that taxi need to rise by about pound sterling 10bn if state finance be to be put in order the treasury say its plan be on track and fund until two thousand and eight accord to niesr if the government 's current economic cycle run until march two thousand and six then it be unlikely the golden rule will be meet should the cycle end year early then the chance improve to fifty fiftieth either way fiscal [UNK] be need niesr say the report be the late to call into question the [UNK] of government spending projection early this month [UNK] firm [UNK] young say that chancellor of the [UNK] gordon brown 's forecast for tax revenue be too optimistic it claim revenue be likely to be pound sterling [UNK] below estimate by the end of the tax year despite the economy grow in line with forecast treasury spokesperson dismiss the late claim say it be on track to meet spending rule and the golden rule in the current cycle and beyond spending plan have be set out until two thousand and eight and they be fully affordable other than its warning on possible tax hike the niesr report be optimistic about the state of the uk and global economy it say the recent record bust surge in oil price would have limit effect on worldwide expansion say that if anything the world economy will continue to grow strongly global gross domestic product gdp be tip to be four point one percentage this year dip to four percentage in two thousand and five before pick up again to four point two percentage in two thousand and six the we will continue to drive expansion until two thousand and six albeit at slightly slow rate as will be the case in japan hint at well time for uk [UNK] niesr say the euro zone be expect to pick up speed growth in britain also be set to accelerate it forecast despite weak growth in the third quarter the force sustain the [UNK] remain intact and the economy will expand [UNK] in two thousand and five and two thousand and six niesr say add that the economy will become well balanced over the next two year as export stage recovery gdp be expect at three point two percentage in two thousand and four and two point eight percentage in both two thousand and five and two thousand and six the main cloud on the horizon niesr say be the uk 's much [UNK] and,business,../data\business\business_29.txt
