content,label,path
japanese growth grind halt growth japan evaporate three month september spark renew concern economy long decade long output period grow zero point one percentage annual rate zero point three percentage export usual engine recovery falter domestic demand stay subdue corporate investment fall short growth fall short expectation mark sixth straight quarter expansion economy stagnate nineteen ninety experience brief expansion amid long period one result price fall rise japanese shopper cautious spend effect leave economy dependent export recent recovery high oil price knock zero point two percentage growth rate fall dollar mean product ship relatively expensive performance third quarter mark sharp early year first quarter annual growth six point three percentage second one point one percentage economist predict two percentage time export slow capital spend weak chief economist ubs securities tokyo personal consumption look good mainly temporary factor olympic light flash government find difficult raise taxis policy implement economy pick help deal japan massive public debt,business,../data\business\business_2.txt
brewer profit lose heineken carlsberg two world large brewer report fall profit beer sale western europe fall flat dutch firm heineken annual profit drop thirty three percentage warn earn two thousand five slide danish brewer carlsberg suffer three percentage fall profit wane demand increase marketing cost look russia china provide future growth western european market largely mature heineken net income fall five hundred thirty seven euro dollar seven hundred one sterling three hundred seventy one two thousand four seven hundred ninety eight euro year ago blame weak demand western europe currency loss warn september dollar cut value foreign sale knock one hundred twenty five euro operating profit despite dip profit heineken sale improve total revenue year 10bn euro eight point one percentage euro two thousand three heineken plan invest one hundred euro aggressive high impact market europe two thousand five heineken murphy stout brand seek cut cost involve close heineken increase dividend payment twenty five percentage forty euro cent warn continue impact weak dollar increase marketing spend lead drop two thousand five net profit carlsberg world fifth large brewer annual pre tax profit fall danish four hundred fifty six euro beer sale affect sluggish european economy ban smoking pub european country total sale increase four percentage thank strong sale carlsberg russia poland carlsberg optimistic heineken two thousand five project fifteen percentage rise net profit year plan cut two hundred job sweden sale hit demand cheap import brand remain cautious medium long term outlook revenue growth western europe host economic social structural reason investment bank merrill lynch carlsberg,business,../data\business\business_20.txt
russia wto talk progress talk russia propose membership world trade organisation wto good progress negotiation chairman working party ambassador stefan warn lot work comment come president george bush russian entry russia progress government renew commitment democracy rule law comment come three day meet president vladimir russia wait decade join wto hope finally member early two thousand six decision reach december wto one hundred forty eight current member gather summit hong kong allow early date membership january two thousand six hong kong summit approval pinpoint area bilateral work russia meet efficient time australia one good meeting recall term substance mr progress bilateral market access accelerate stick point membership include limit foreign ownership telecommunication life insurance business issue surround counterfeit piracy datum protection wto member dislike russia energy price subsidy competitor russian business unfair advantage,business,../data\business\business_21.txt
india rupee hit five year high india rupee hit five year high standard poor raise country foreign currency rating rupee climb forty three point three zero five dollar thursday close forty three point four one currency gain one percentage past three session rate lift india rate one notch indian asset gamble cash expect flow market buoy rupee upgrade positive basically people use excuse come india strategist ubs money india first two three week january market like korea thailand upgrade lead india foreign currency rating one notch investment grade start increase level romania egypt el salvador one level russia,business,../data\business\business_22.txt
dollar drop reserve concern dollar drop major currency concern central bank cut dollar hold foreign reserve comment south korea central bank end week spark recent round dollar decline south korea dollar foreign reserve plan instead boost hold currency australian canadian dollar analyst reckon nation follow suit ditch dollar thirteen hundred gmt euro zero point nine percentage day one point three one eight seven euro dollar british pound add zero point five percentage break dollar one point nine level dollar fall one point three percentage japanese yen trade one hundred four point one six yen start year currency lose seven percentage euro final three month two thousand four fall record low stage recovery analyst point dollar inability recently extend rally despite positive economic corporate datum highlight fact economic problem disappear focus country massive trade budget deficit prediction dollar weakness come comment korea come time sentiment dollar soften ian trader financial tuesday asia south korea taiwan withdraw bid buy dollar start session chief currency strategist ubs sentiment market central bank asia middle east buy euro report month dollar lose currency offer rock steady return stability compile central banking publication sponsor uk royal bank scotland survey find thirty nine nation sixty five question increase euro hold twenty nine cut dollar,business,../data\business\business_23.txt
india russia energy talk india russia work series energy deal pact india invest dollar 20bn oil gas project agenda oil gas extraction transportation deal lead russian energy giant gazprom india ongc indian firm expect hold talk tuesday buy stake asset yukos report keen buy fifteen percentage stake oil unit yukos subsidiary controversially sell year eventually acquire state energy giant russian medium report india russia sign understand energy co operation tuesday meet oil natural gas corporation chairman raha gazprom chairman miller india petroleum minister agreement likely two company develop facility russia india organise delivery oil gas russia india countries asia ongc invest gas oil field far east russia joint tender bid project eastern sea india urgently search fresh energy supply particularly natural gas domestic demand grow five percentage year ongc mr raha two work joint bid year current oil gas price cash flow situation good tell reuter gazprom huge gas money investment dollar 20bn period five year russian news agency report india petroleum minister mr russian energy minister discuss future yugansk meeting tuesday ongc mr raha decline draw firm report interest company stress ongc interested loan oil deal connection yugansk similar conclude recently china national petroleum corporation china problem immediate demand need oil coastal like long term security equity participation think decision yugansk delay court decide grant yukos bankruptcy protection yukos sue host company involve sale yugansk auction pay huge tax bill threaten legal action business future commercial subsidiary,business,../data\business\business_24.txt
weak data french economy batch government datum cast doubt french economy future prospect official figure friday unemployment unchanged nine point nine percentage month consumer confidence fall october time finance minister nicolas warn high oil price pose threat french growth oil price weigh consumer spending short term potentially confidence world oil price rise sixty percentage start year production struggle pace soar demand analyst french company keen protect profit margin time rise energy cost reluctant extra staff unemployment figure main problem french economy growth improvement employment marc economist populaire politician gut solve structural unemployment thorough reform five ten year late employer contribution worker welfare programme mean cost hire staff france european economy economist urge government stimulate employment reduce non wage payroll cost scrap restriction work hour french statistics agency expect economy grow two point four percentage year buoy strong consumer spending business investment project eurozone average two percentage,business,../data\business\business_25.txt
business fear sluggish eu economy european leader gather rome friday sign new eu constitution company focus matter close home stay business lille popular tourist destination briton want taste france weekend tourist look grand de commerce stand opera house consider build like town hall northern english town wealth create coal steel textile like northern england industrial scotland industry long term decline coal pit close nineteen ninety specialist steel firm twenty mile lille company lie worker nineteen forty five specialise fix power station oil industry build europe day director pressure factory far east able output key market china india business market absolutely global imagine living size business enlarge european union need three hundred fifty people one hundred fifty two hundred hurt law france mean worker pay thirty nine hour week work thirty five hour steel industry coal totally textile struggle new business attract difference one reason people great fan eu politics lecturer university lille region today unemployment rate twelve percentage area fifteen percentage europe kind euro scepticism especially work class strange lille crossroad europe benefit euro euro design increase trade eurozone big increase trade rest world trade pass world large port rotterdam holland home specialist crane maker crane help build oil lift sink russian submarine sea bed set factory china cost cheap main customer close boss blame low growth rate europe lack order close home growth like six percentage china estimate fifteen percentage eu one percentage mr blame euro stifle demand prefer old currency europe relation country economic performance germany industry export day economy slow growth high unemployment growth likely peak year two percentage britain bad year germany one good recent year germany third eurozone economy major problem germany europe growth bloc strong one factory near dutch border thing change sieman plant phone employ two thousand staff staff start work extra four hour week extra pay sieman threaten factory job hungary factory manager herbert hope increase productivity nearly thirty percentage germany need reform industry compete place hungary china government reform labour market cut generous unemployment system real solution cut wage low skilled worker director institute study labour university labour costly germany especially low skilled labour main problem solve problem cut unemployment half eu set target efficient economy world twenty ten four year process target away,business,../data\business\business_26.txt
m&s cut price average twenty four percentage mark spencer cut price london region average twenty four percentage accord research city investment bank spite snow uk feel early cut price spring stuart rise head m&s year price high range new price point compete mid market retailer like m&s one m&s big competitor force low price cut clear stock indicate long term step change price certain area m&s way good news m&s margin add bring lot new clothing new price point stuart rise strategy quality style price m&s spokesman analyst believe february prove difficult month retailer british retail consortium figure week expect reflect tough trading environment separately investment bank produce thirty five m&s good eleven percentage high street average compare forty three percentage high year strange week m&s tuesday receive statement philip green owner confirm company follow day mark paulsmei south african issue press release paulsmei group interested m&s sudden spike m&s share price follow m&s spokesman sunday evidence mr paulsmei line sufficient finance bid takeover panel uk financial watchdog financial service authority touch m&s begin week find know paulsmei development,business,../data\business\business_27.txt
fiat chief wheel chief executive fiat day day control struggle car business effort turn marchionne replace herbert demel chief executive fiat auto mr demel leave company mr marchionne fourth head business expect eight hundred euro dollar 1bn loss two thousand four year fiat market europe year flat sale car business operating loss five six year force push break target two thousand five two thousand six management change wide shake business follow fiat resolution dispute general motors major restructure fiat integrate car company currently operation fiat majority stake separately float stock market two thousand six two thousand seven mr marchionne join company year fiat auto principal focus attention decision post chief executive auto unit speed company recovery cultural transformation underway follow management deliver efficient structure add mr marchionne background car industry play increase role group activity year series new model launch group recovery plan boost revenue hope car business know marque expect loss eight hundred euro two thousand four sale expect fall two thousand five fiat week exit area rental car market mr demel car industry veteran helm november two thousand three recruit fiat chief executive giuseppe morchio mr morchio bid year chairman death president reject find family mr morchio subsequently resign early week fiat reach agreement gm dissolve alliance oblige gm buy italian firm outright gm pay fiat dollar 2bn settlement,business,../data\business\business_28.txt
uk risk break golden rule uk government raise taxi rein spending want avoid break golden rule report suggest rule states government borrow cash invest finance spending project national institute economic social research niesr claim taxi need rise sterling 10bn state finance order treasury plan track fund two thousand eight accord niesr government current economic cycle run march two thousand six unlikely golden rule meet cycle end year early chance improve fifty fiftieth way fiscal need niesr report late question government spending projection early month firm young chancellor gordon brown forecast tax revenue optimistic claim revenue likely sterling estimate end tax year despite economy grow line forecast treasury spokesperson dismiss late claim track meeting spending rule golden rule current cycle spending plan set two thousand eight fully affordable warning possible tax hike niesr report optimistic state uk global economy recent record bust surge oil price limit effect worldwide expansion world economy continue grow strongly global gross domestic product gdp tip four point one percentage year dip four percentage two thousand five pick four point two percentage two thousand six continue drive expansion two thousand six albeit slightly slow rate case japan hint time uk niesr euro zone expect pick speed growth britain set accelerate forecast despite weak growth third quarter force sustain remain intact economy expand two thousand five two thousand six niesr add economy balance two year export stage recovery gdp expect three point two percentage two thousand four two point eight percentage two thousand five two thousand six main cloud horizon niesr uk analyse property market,business,../data\business\business_29.txt
worldcom director admit lie chief financial officer firm worldcom admit new york court lie fellow board member speak trial boss bernard ebber scott sullivan lie board cover hole worldcom finance mr ebber trial fraud relation worldcom collapse two thousand two plead guilty firm account dollar sterling mr sullivan forty two plead guilty fraud sentence follow mr ebber trial appear prosecution witness mr ebber sixty three insist unaware hidden shortfall worldcom finance new york court wednesday mr lawyer reid ask mr sullivan believe interest willing able lie accomplish right date yes lie reply mr sullivan mr suggest mr sullivan implicate mr ebber win light sentence mr sullivan deny mr sullivan suggestion tell fellow worldcom board member roberts mr ebber unaware accounting fraud worldcom trial mr ebber third week twenty three hour question federal prosecutor mr sullivan previously tell court repeatedly warn mr ebber falsify book way meet wall street revenue earn expectation mr sullivan claim mr ebber refuse stop fraud mr ebber face sentence eighty five year convict charge face worldcom problem appear begin collapse boom cut business internet company prosecutor allege company executive respond orchestrate massive fraud two year period worldcom emerge bankruptcy protection two thousand four know mci,business,../data\business\business_3.txt
centre user lose patience customer try centre quick hang survey suggest past welcome message caller average hang sixty five second listen music drop patience come number centre grow rate twenty percentage year customer idea available society diemont firm dimension datum commission survey centre sharp increase customer simply abandon five percentage two thousand three record thirteen point three percentage year automate phone message system equation customer pick way multiple option message number abandon high sixth caller wait one possible reason lack patience ms diemont fact customer mobile phone surge customer try centre reflection centre grow range task centre look mortgage agent responsible credit card insurance current account ms diemont problem occur increase responsibility hand hand training survey find dimension datum alarm development average time centre worker fall year thirty six twenty one day leave agent equip deal customer ms diemont warn scary good line poor training frustrate centre worker customer result centre high rate nearly quarter worker throw towel year turn force company pay train new staff resolution rate number customer query resolve mutual satisfaction run fifty percentage query pass second third person specialist manager rate rise seventy percentage industry target eighty five percentage resolution rate suggestion relocate centre low cost country like india south africa blame wrong ms diemont big difference wait time resolution centre base europe north america develop country world centre perform good management right process place company decide offshore operation drive cost consideration forty two percentage save money main consideration close domestic centre operation half argue worker country offer skill money everybody believe offshore solution nearly two third firm poll survey plan offshore centre three key reason centre operation business core function worry risk abroad fear damage brand join offshore drive survey conduct behalf dimension datum base depth questionnaire one hundred sixty six centre twenty four country five continent experience centre happy listen want immediate response work centre training prepare job,business,../data\business\business_30.txt
novartis hit acquisition trail swiss drugmaker novartis announce euro dollar sterling purchase sandoz unit world big generic drug producer novartis month forecast record sale two thousand five buy germany acquire sixty seven point seven percentage affiliate labs offer buy remain share dollar thirty one novartis able cost saving dollar two hundred year follow acquisition novartis share rise one percentage fifty seven point eight five swiss early trading deal novartis sandoz business israel pharmaceuticals world big maker generic base two thousand four figure newly merge producer sale dollar 5bn company estimate novartis merge number department add job cut strong growth outlook sandoz create job expect partially compensate necessary reduction work force firm statement generic drug identical expensive brand rival producer sandoz copy brand product usually patent protection expire sell pay research development cost one hundred fifty generic drugmaker worldwide analyst predict consolidation market fragment analyst initially convince deal expensive acquisition investment bank tell reuter find strange acquisition exactly market suffer price pressure,business,../data\business\business_31.txt
economy strong election year uk business set month trigger interest rate rise accord report optimism high nineteen ninety seven business reap benefit continue rise public spending researcher bdo bank england expect rate hold week later year rate likely rise anticipate general election bdo optimism index lead indicator gdp growth two quarter ahead edge january one hundred two point five one hundred two point two october rise increase public spending increase merger acquisition activity thing business optimism year uncertainty associate general election bdo bdo output index predict gdp movement quarter advance remain one hundred point eight january imply gdp growth two point nine percentage second quarter two thousand five output index hold recent interest rate rise sterling strength dollar high oil price group note inflation index rise continuously eight month climb one hundred ten january one hundred eight october year uk look strong general election business need prepare ahead bank england react growth pressure peter partner bdo growth probably slow end two thousand five likely high interest rate sharp drop demand product service,business,../data\business\business_32.txt
sluggish economy hit german job number people work europe large economy rise tenth straight month growth remain stubbornly slow german unemployment rise seven thousand november four point four six four million people ten point eight percentage workforce seasonally adjust rise small rise expect government measure encourage job creation begin effect official growth stifle job market clear sign revival domestic demand frank head federal labour agency statement growth zero point one percentage third quarter deliver positive momentum labour market high oil price soar euro damage competitiveness exporter negative effect unemployment feel eastern germany rate eighteen point eight percentage unemployment stick four million year government chancellor schroeder job creation agenda controversial package measure shake incentive work pay cut cherish benefit spark anger german worker strike number industry notably country iconic carmaker demonstrate fear job loss hold new initiative one euro job unemployment benefit scheme formal launch january position place affect unemployment statistic economist labour market come surprise job creation measure probably prevent strong increase seasonally adjust number,business,../data\business\business_33.txt
sale fail boost high street january sale fail help uk high street recover poor christmas season survey find store receive boost hunter trading revert december level british retail consortium accountant sale traditionally strong month rise zero point five percentage like like basis compare year early consumer remain cautious buy big ticket item like brc director general kevin high interest rate uncertainty housing market continue toll retail sector brc clothing sale generally december department store good month three month january like like sale growth rate zero point one percentage three month december brc follow relatively strong new year bank holiday trading downward turn mr extend promotion discount pay day boost later month tempt customer previous brc survey find christmas two thousand four bad ten year retailer accord office national statistic datum sale december fail meet expectation count bad nineteen eighty one,business,../data\business\business_34.txt
save manufacturing job trade union congress tuc government stem job loss manufacture firm review help company tuc submission budget action need one hundred five thousand job lose sector year pension child care provision decent wage thirty six page submission urge government examine support european country provide industry tuc general secretary commitment policy real difference live work people great investment childcare people deliver childcare increase option available work parent commitment public service manufacturing sector ensure continue compete global level deliver frontline service country need practical measure help pensioner especially woman likely retire poverty submission decent wage train people work manufacture sector,business,../data\business\business_35.txt
bat drug firm market german firm main product derive saliva bat look raise seventy euro dollar ninety one sterling forty nine stock market firm hope sell five million share third firm eleven fourteen euro share main drug base protein bat saliva protein stop blood clot help bat drink victim help stroke sufferer company share sale later week schedule start trade frankfurt stock exchange ten february final price range company value two hundred euro money raise spend largely develop company drug license one manufacturer forest laboratory,business,../data\business\business_36.txt
firm pump billion pension employer spend billion pound prop final salary pension past year research suggest survey two hundred eighty scheme income datum service ids employer contribution increase sterling sterling year rise forty nine point seven percentage company face big deficit raise pension contribution one hundred percentage ids firm struggle type scheme open rise cost increase liability final salary scheme know define benefit scheme promise pay pension relate salary scheme member earn retire rise cost maintain scheme lead employer replace final salary scheme money purchase define contribution scheme employer money purchase scheme employee pay pension fund buy policy pay income death retirement ids scheme good health case firm force fund tackle deficit level contribution pay employer increase gradually late nineteen ninety one thousand nine hundred ninety eight ninety ninth example contribution rise four point seven percentage two thousand two third eight point six percentage contrast nineteen ninety six nineteen ninety eight employer cut contribution level helen editor ids pension service rise contribution high record warn widespread final salary scheme new begin big movement away provision ms figure like little doubt employer reduce future benefit point staff scheme,business,../data\business\business_37.txt
uk home hit sterling three point three trillion total value uk housing stock reach sterling three point three trillion mark two thousand four triple value ten year early report indicate research halifax country big mortgage lender suggest value private housing stock continue rise steadily region double asset past decade northern ireland lead way two hundred sixty two percentage rise scotland small increase one hundred twelve percentage core retail price index rise twenty eight percentage period underline effective investment housing people past decade third uk private housing asset represent trillion pound value concentrate london south east halifax figure indicate tim group economist halifax value private housing stock continue grow family home remain large margin valuable asset majority household uk halifax monthly figure house sale issue thursday suggest average price british property stand sterling one hundred sixty three thousand seven hundred forty eight zero point eight percentage rise january housing expert split prospect market price growth slow fall predict sharp drop value,business,../data\business\business_38.txt
market aurora setback aurora dock twenty january photo interview add unambiguous tale ship slice bad luck add history health scare technical trouble owner p&o cruise huge carnival corporation look significant slice chop year profit potential pr fiasco one tell stock market warn five cent hit two thousand five earn come twenty four hour one world big investment bank target carnival share price sterling thirty five sterling thirty six point two investor barely thirteen hundred gmt carnival share london single penny zero point zero three percentage sterling thirty two point two six public perception market response aurora issue ongoing one time deutsche bank simon champion clearly source uncertainty company long cruise stock market good treat issue one event despite bad luck point aurora one vessel large carnival fleet uk p&o princess group having merge large firm two thousand three generally speak carnival reputation ship pretty schedule carnival incredibly strong track record mr champion similarly analyst expect impact rest cruise business limit hundred disappoint passenger opportunity spend three month aurora credit cruise mitigate pr risk carnival main competitor royal caribbean common technical reason entirely unusual industry write analyst citigroup smith note client friday event typically limit impact book pricing future cruise aurora incident big news uk carnival customer unlikely assume citigroup right demand stay solid structure industry work carnival favour wake p&o princess takeover carnival business great extent expense building run cruise ship slow supply growth certainty david merrill lynch thursday word want cruise option limited carnival remain market leader look set sell ticket matter happen ill fate aurora future,business,../data\business\business_39.txt
aim high profit fall profit fall nine percentage year sterling dollar europe big drugmaker recovery two thousand five way cheap copy drug particularly anti weak dollar hit profit global sale one percentage two thousand four firm confident new drug pipeline deliver profit despite failure obesity drug chief executive jean pierre difficult year early afternoon trade london company share price one percentage twelve eighteen penny mr company absorb sterling 1.5bn lose sale generic manage grow business continue success key product mean look forward good performance two thousand five two thousand five important year term research development pipeline progress firm discontinue development experimental treatment obesity know seven hundred seventy one disappointing clinical trial result rely new treatment condition cancer diabete depression hiv aids allergy lift pace sale growth disappointing year,business,../data\business\business_4.txt
renault boss hail great year strong sale outside western europe help renault boost profit forty percentage two thousand four firm warn low margin year france second large carmaker enjoy healthy forty three percentage rise net profit euro dollar sterling 2.9bn sale rise eight percentage euro firm strong demand outside western europe good performance range lift result chairman louis two thousand four great year firm renault sell two point four million vehicle two thousand four increase four percentage previous year growth come mainly outside western europe particularly strong sale turkey russia north africa total sale outside western europe renault core market rise sixteen point five percentage japanese carmaker nissan renault forty four percentage stake contribute euro net income year nissan chairman carlos succeed mr head renault later year renault outlook industry europe year stable small growth forecast region firm benefit launch new model come year roll market firm expect operate margin low two thousand five four percentage sale oppose five percentage sluggish market environment impact rise raw material price renault intend continue grow global sale company statement,business,../data\business\business_40.txt
safety alert gm recall car world big carmaker general motors gm recall nearly two hundred thousand vehicle safety ground accord federal regulator national highway traffic safety administration large recall involve one hundred fifty five thousand four hundred sixty five van sport utility vehicle suvs possible malfunction brake system affect vehicle product recall two thousand four two thousand five model year gm vehicle potential fault chevrolet express gmc sierra pressure system crack normal fragment injure people hood open allow fluid leak hard brake steer cause crash warn gm recall nineteen thousand nine hundred twenty four cadillac suvs grand prix sedan two thousand four model year accelerator work properly extremely cold temperature require brake addition car giant seventeen thousand eight hundred fifteen chevrolet trailblazer gmc two thousand five model year properly fit fall crash gm stress know injury relate problem news recall follow announcement month gm expect earn year low two thousand four world big car maker grapple loss european business weak sale product recall january gm high healthcare cost north america low profit financial service subsidiary hurt performance two thousand five,business,../data\business\business_41.txt
